GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	GRÜNE	NEOS	PILZ	GILT	FLÖ	KPÖ	WEIßE	SLP	EUAUS	M	CPÖ	NBZ	ODP
31208	Hausleiten	2938	2274	2256	18	412	937	650	40	89	75	26	8	13	6	0	0	0	0	0	0
31213	Korneuburg	9485	6881	6825	56	1809	2247	1596	246	436	363	53	4	55	16	0	0	0	0	0	0
31214	Langenzersdorf	6459	4819	4785	34	1067	1739	958	210	376	354	44	7	25	5	0	0	0	0	0	0
31215	Leitzersdorf	986	779	766	13	133	330	198	21	35	27	14	2	3	3	0	0	0	0	0	0
31216	Leobendorf	3842	2994	2968	26	750	1128	637	82	182	141	28	2	13	5	0	0	0	0	0	0
31224	Rußbach	1148	910	898	12	149	393	259	12	38	31	12	1	2	1	0	0	0	0	0	0
31226	Sierndorf	3134	2381	2357	24	397	1010	631	47	134	95	25	2	13	3	0	0	0	0	0	0
31227	Spillern	1721	1274	1260	14	383	338	342	35	60	78	12	0	9	3	0	0	0	0	0	0
31228	Stetteldorf am Wagram	842	671	666	5	102	324	165	18	19	28	6	1	3	0	0	0	0	0	0	0
31229	Stetten	1072	872	858	14	230	270	225	23	46	46	12	1	5	0	0	0	0	0	0	0
31230	Stockerau	12576	9028	8944	84	2503	2595	2465	293	463	439	100	14	57	15	0	0	0	0	0	0
31234	Niederhollabrunn	1220	965	954	11	179	402	241	22	48	43	11	1	3	4	0	0	0	0	0	0
31235	Gerasdorf bei Wien	8454	6188	6140	48	1622	1728	1917	136	318	311	49	6	38	15	0	0	0	0	0	0
31299	Wahlkarten - Korneuburg	0	7295	7241	54	1762	2651	1352	371	486	467	83	11	38	20	0	0	0	0	0	0
31300	Krems(Land)	46201	40121	39542	579	8173	16267	10000	1051	1864	1407	455	55	180	90	0	0	0	0	0	0
31301	Aggsbach	552	416	412	4	133	136	99	6	7	17	3	5	3	3	0	0	0	0	0	0
31302	Albrechtsberg an der Großen Krems	881	712	696	16	136	331	183	8	14	18	5	1	0	0	0	0	0	0	0	0
31303	Bergern im Dunkelsteinerwald	1056	852	842	10	179	360	206	19	32	30	7	0	6	3	0	0	0	0	0	0
31304	Dürnstein	725	583	569	14	113	280	103	13	33	19	6	0	1	1	0	0	0	0	0	0
31308	Grafenegg	2451	1975	1953	22	395	843	453	47	77	95	30	2	10	1	0	0	0	0	0	0
31309	Furth bei Göttweig	2342	1814	1785	29	485	683	390	46	85	63	21	1	8	3	0	0	0	0	0	0
31310	Gedersdorf	1720	1407	1381	26	339	496	414	19	52	39	14	1	7	0	0	0	0	0	0	0
31311	Gföhl	3151	2363	2327	36	411	966	723	47	86	60	11	4	13	6	0	0	0	0	0	0
31315	Hadersdorf-Kammern	1619	1250	1229	21	319	419	343	24	48	47	16	1	6	6	0	0	0	0	0	0
31319	Jaidhof	952	755	737	18	115	329	200	22	24	27	10	2	6	2	0	0	0	0	0	0
31321	Krumau am Kamp	643	491	478	13	67	210	165	7	13	10	4	0	2	0	0	0	0	0	0	0
31322	Langenlois	6107	4527	4462	65	840	1719	1223	155	267	166	54	10	20	8	0	0	0	0	0	0
31323	Lengenfeld	1149	933	922	11	203	362	246	15	53	25	12	0	4	2	0	0	0	0	0	0
31324	Lichtenau im Waldviertel	1719	1348	1332	16	173	652	396	14	47	17	18	1	10	4	0	0	0	0	0	0
31326	Maria Laach am Jauerling	755	600	592	8	102	293	131	22	24	11	1	1	6	1	0	0	0	0	0	0
31327	Mautern an der Donau	2874	2161	2124	37	473	842	519	63	95	95	28	1	4	4	0	0	0	0	0	0
31330	Mühldorf	1138	859	846	13	210	357	197	7	43	24	7	1	0	0	0	0	0	0	0	0
31333	Paudorf	2107	1612	1598	14	514	488	411	33	67	53	17	3	4	8	0	0	0	0	0	0
31336	Rastenfeld	1249	994	970	24	104	457	307	19	41	26	9	2	3	2	0	0	0	0	0	0
31337	Rohrendorf bei Krems	1614	1307	1292	15	344	468	313	44	63	43	11	0	1	5	0	0	0	0	0	0
31338	Rossatz-Arnsdorf	907	711	694	17	144	331	126	19	43	19	8	1	2	1	0	0	0	0	0	0
31340	St. Leonhard am Hornerwald	943	750	738	12	95	357	230	6	12	19	12	0	7	0	0	0	0	0	0	0
31343	Senftenberg	1605	1189	1170	19	302	420	308	23	58	48	4	1	6	0	0	0	0	0	0	0
31344	Spitz	1356	1103	1092	11	168	543	261	19	54	29	13	0	3	2	0	0	0	0	0	0
31346	Straß im Straßertale	1295	1025	1014	11	180	438	231	37	52	46	19	6	2	3	0	0	0	0	0	0
31347	Stratzing	691	555	550	5	99	270	105	9	37	24	3	0	2	1	0	0	0	0	0	0
31350	Weinzierl am Walde	1058	829	816	13	97	414	252	12	10	24	5	0	0	2	0	0	0	0	0	0
31351	Weißenkirchen in der Wachau	1202	996	985	11	196	480	180	16	56	45	8	0	1	3	0	0	0	0	0	0
31355	Schönberg am Kamp	1559	1241	1223	18	190	507	354	50	49	42	24	1	3	3	0	0	0	0	0	0
31356	Droß	781	633	628	5	133	210	178	26	43	24	7	0	5	2	0	0	0	0	0	0
31399	Wahlkarten - Krems(Land)	0	4130	4085	45	914	1606	753	204	279	202	68	10	35	14	0	0	0	0	0	0
31400	Lilienfeld	20336	17407	17151	256	4892	5926	4414	370	587	580	240	17	87	38	0	0	0	0	0	0
31401	Annaberg	445	307	303	4	55	161	59	4	12	8	3	0	1	0	0	0	0	0	0	0
31402	Eschenau	1024	744	728	16	135	323	190	19	17	26	12	0	3	3	0	0	0	0	0	0
31403	Hainfeld	2912	2152	2130	22	629	700	596	34	70	54	32	1	10	4	0	0	0	0	0	0
31404	Hohenberg	1222	900	885	15	361	233	212	11	19	30	9	2	7	1	0	0	0	0	0	0
31405	Kaumberg	815	643	636	7	89	258	220	11	28	17	10	0	3	0	0	0	0	0	0	0
31406	Kleinzell	668	529	522	7	50	278	153	10	9	11	8	0	1	2	0	0	0	0	0	0
31407	Lilienfeld	2055	1490	1469	21	345	553	364	66	48	60	15	4	10	4	0	0	0	0	0	0
31408	Mitterbach am Erlaufsee	413	284	278	6	40	139	72	1	12	12	1	0	1	0	0	0	0	0	0	0
31409	Ramsau	646	498	487	11	100	197	144	4	15	15	9	0	1	2	0	0	0	0	0	0
31410	Rohrbach an der Gölsen	1292	1032	1018	14	255	372	260	30	37	41	16	1	5	1	0	0	0	0	0	0
31411	St. Aegyd am Neuwalde	1601	1150	1128	22	386	341	295	9	34	29	25	0	6	3	0	0	0	0	0	0
31412	St. Veit an der Gölsen	3109	2453	2414	39	700	781	647	41	94	90	42	1	10	8	0	0	0	0	0	0
31413	Traisen	2524	1826	1795	31	752	370	519	26	45	49	15	6	11	2	0	0	0	0	0	0
31414	Türnitz	1610	1239	1226	13	274	511	329	22	45	32	7	2	2	2	0	0	0	0	0	0
31499	Wahlkarten - Lilienfeld	0	2160	2132	28	721	709	354	82	102	106	36	0	16	6	0	0	0	0	0	0
31500	Melk	61744	52342	51588	754	12514	19155	14098	1129	2064	1525	678	71	234	120	0	0	0	0	0	0
31502	Artstetten-Pöbring	966	742	724	18	135	368	167	8	21	19	2	2	1	1	0	0	0	0	0	0
31503	Bergland	1513	1167	1160	7	193	517	324	15	60	22	15	1	7	6	0	0	0	0	0	0
31504	Bischofstetten	945	783	778	5	204	325	174	17	30	18	7	1	1	1	0	0	0	0	0	0
31505	Blindenmarkt	1964	1443	1428	15	248	477	560	22	56	41	16	1	6	1	0	0	0	0	0	0
31506	Dorfstetten	476	382	377	5	87	146	128	2	4	7	2	0	0	1	0	0	0	0	0	0
31507	Dunkelsteinerwald	1955	1526	1498	28	273	537	533	30	50	32	26	0	13	4	0	0	0	0	0	0
31508	Erlauf	847	673	667	6	158	240	198	14	17	23	12	2	2	1	0	0	0	0	0	0
31509	Golling an der Erlauf	1197	892	876	16	373	90	344	13	14	22	16	2	2	0	0	0	0	0	0	0
31511	Hofamt Priel	1370	1059	1045	14	325	378	249	15	34	23	14	4	2	1	0	0	0	0	0	0
31513	Hürm	1496	1160	1136	24	118	608	309	24	46	19	7	0	3	2	0	0	0	0	0	0
31514	Kilb	2077	1597	1572	25	248	724	374	35	84	52	38	0	11	6	0	0	0	0	0	0
31515	Kirnberg an der Mank	844	679	667	12	74	356	159	13	23	24	10	0	5	3	0	0	0	0	0	0
31516	Klein-Pöchlarn	819	614	601	13	225	159	150	13	20	16	9	2	4	3	0	0	0	0	0	0
31517	Krummnußbaum	1199	875	862	13	265	267	236	8	33	33	17	0	2	1	0	0	0	0	0	0
31519	Leiben	1111	825	812	13	281	223	226	14	33	22	6	4	1	2	0	0	0	0	0	0
31520	Loosdorf	3029	2192	2159	33	714	568	636	35	88	66	24	5	20	3	0	0	0	0	0	0
31521	Mank	2568	1931	1908	23	306	896	479	44	77	53	33	6	11	3	0	0	0	0	0	0
31522	Marbach an der Donau	1344	948	934	14	311	245	311	12	19	24	9	0	1	2	0	0	0	0	0	0
31523	Maria Taferl	702	569	559	10	128	219	148	11	30	16	4	0	3	0	0	0	0	0	0	0
31524	Melk	4075	2929	2904	25	633	1092	716	115	184	112	37	3	9	3	0	0	0	0	0	0
31525	Münichreith-Laimbach	1373	1037	1020	17	248	376	329	9	28	15	13	0	1	1	0	0	0	0	0	0
31527	Neumarkt an der Ybbs	1512	1111	1096	15	306	288	382	24	41	32	10	2	9	2	0	0	0	0	0	0
31528	Nöchling	842	653	641	12	169	271	158	5	14	17	7	0	0	0	0	0	0	0	0	0
31530	Persenbeug-Gottsdorf	1814	1262	1247	15	468	307	345	27	40	30	15	0	11	4	0	0	0	0	0	0
31531	Petzenkirchen	1018	764	750	14	249	218	225	12	22	17	3	1	3	0	0	0	0	0	0	0
31533	Pöchlarn	3032	1923	1904	19	523	552	597	39	78	74	26	3	4	8	0	0	0	0	0	0
31534	Pöggstall	2011	1483	1458	25	266	664	423	18	37	31	9	2	5	3	0	0	0	0	0	0
31535	Raxendorf	879	727	710	17	130	336	193	10	19	9	12	1	0	0	0	0	0	0	0	0
31537	Ruprechtshofen	1833	1450	1419	31	159	654	446	26	54	42	23	8	3	4	0	0	0	0	0	0
31539	St. Leonhard am Forst	2501	1889	1860	29	298	736	592	35	86	56	30	6	11	10	0	0	0	0	0	0
31540	St. Martin-Karlsbach	1394	1097	1078	19	288	394	309	13	40	15	8	2	8	1	0	0	0	0	0	0
31541	St. Oswald	892	660	648	12	108	352	142	7	19	13	3	0	2	2	0	0	0	0	0	0
31542	Schönbühel-Aggsbach	849	650	642	8	119	240	179	17	43	28	14	0	2	0	0	0	0	0	0	0
31543	Schollach	792	614	605	9	139	238	179	13	17	13	6	0	0	0	0	0	0	0	0	0
31546	Weiten	896	612	594	18	104	288	153	4	16	13	10	1	5	0	0	0	0	0	0	0
31549	Ybbs an der Donau	4242	2949	2904	45	1084	752	783	45	95	89	34	5	6	11	0	0	0	0	0	0
31550	Zelking-Matzleinsdorf	1011	812	793	19	186	363	154	14	37	25	7	1	4	2	0	0	0	0	0	0
31551	Texingtal	1282	1013	990	23	127	559	189	14	46	20	25	1	5	4	0	0	0	0	0	0
31552	Yspertal	1658	1150	1140	10	269	417	352	18	49	18	10	0	2	5	0	0	0	0	0	0
31553	Emmersdorf an der Donau	1416	1010	992	18	271	349	230	34	57	36	10	0	5	0	0	0	0	0	0	0
31599	Wahlkarten - Melk	0	6490	6430	60	1704	2366	1317	285	303	288	99	5	44	19	0	0	0	0	0	0
31600	Mistelbach	60813	52309	51674	635	10878	21324	13447	1327	1947	1808	503	112	237	91	0	0	0	0	0	0
31601	Altlichtenwarth	629	475	472	3	89	199	154	0	15	9	3	0	3	0	0	0	0	0	0	0
31603	Asparn an der Zaya	1452	1170	1156	14	261	463	331	14	36	33	10	4	2	2	0	0	0	0	0	0
31604	Bernhardsthal	1364	1055	1040	15	272	377	309	10	26	35	9	0	1	1	0	0	0	0	0	0
31605	Bockfließ	1068	843	838	5	224	326	189	13	27	44	9	2	3	1	0	0	0	0	0	0
31606	Drasenhofen	880	685	682	3	67	377	203	6	7	11	8	1	2	0	0	0	0	0	0	0
31608	Falkenstein	394	318	316	2	30	192	52	10	10	13	4	0	4	1	0	0	0	0	0	0
31609	Fallbach	695	521	515	6	76	326	80	7	9	10	5	1	1	0	0	0	0	0	0	0
31611	Gaubitsch	748	606	595	11	50	361	149	7	14	10	2	1	1	0	0	0	0	0	0	0
31612	Gaweinstal	3066	2331	2303	28	460	917	703	37	83	68	13	3	14	5	0	0	0	0	0	0
31613	Gnadendorf	970	736	730	6	94	403	158	14	33	17	8	0	3	0	0	0	0	0	0	0
31614	Großebersdorf	1769	1423	1407	16	240	583	417	25	60	64	7	5	6	0	0	0	0	0	0	0
31615	Großengersdorf	1136	941	934	7	281	351	221	17	24	24	9	4	2	1	0	0	0	0	0	0
31616	Großharras	955	742	733	9	121	340	205	11	24	18	8	5	1	0	0	0	0	0	0	0
31617	Großkrut	1334	1078	1062	16	229	450	300	14	30	20	10	1	8	0	0	0	0	0	0	0
31620	Hausbrunn	694	544	535	9	173	160	176	1	7	8	3	4	1	2	0	0	0	0	0	0
31621	Herrnbaumgarten	766	598	591	7	72	304	173	8	17	8	6	0	2	1	0	0	0	0	0	0
31622	Hochleithen	954	762	755	7	189	307	185	15	27	25	5	0	1	1	0	0	0	0	0	0
31627	Kreuttal	1169	946	932	14	243	358	219	29	31	42	7	0	2	1	0	0	0	0	0	0
31628	Kreuzstetten	1272	974	968	6	247	338	249	25	36	54	9	4	3	3	0	0	0	0	0	0
31629	Laa an der Thaya	5128	3887	3830	57	897	1360	1173	88	113	129	45	5	17	3	0	0	0	0	0	0
31630	Ladendorf	1879	1416	1393	23	314	545	342	39	41	53	25	24	5	5	0	0	0	0	0	0
31633	Mistelbach	9210	6705	6620	85	1524	2435	1720	189	351	265	70	16	35	15	0	0	0	0	0	0
31634	Neudorf bei Staatz	1162	908	889	19	178	326	309	19	20	19	12	1	3	2	0	0	0	0	0	0
31636	Niederleis	718	539	536	3	128	213	140	13	26	9	3	0	3	1	0	0	0	0	0	0
31642	Pillichsdorf	937	774	766	8	176	313	150	47	33	28	9	3	6	1	0	0	0	0	0	0
31644	Poysdorf	4367	3299	3262	37	558	1587	875	39	75	83	27	4	10	4	0	0	0	0	0	0
31645	Rabensburg	912	629	615	14	226	113	247	1	11	9	2	0	1	5	0	0	0	0	0	0
31646	Schrattenberg	663	519	510	9	71	288	121	3	14	8	2	0	3	0	0	0	0	0	0	0
31649	Staatz	1649	1261	1241	20	245	555	353	11	21	35	14	0	7	0	0	0	0	0	0	0
31650	Stronsdorf	1349	1094	1073	21	132	521	343	9	29	25	10	1	3	0	0	0	0	0	0	0
31651	Ulrichskirchen-Schleinbach	2094	1683	1663	20	416	611	398	72	69	75	11	5	6	0	0	0	0	0	0	0
31652	Unterstinkenbrunn	472	375	369	6	38	218	93	6	6	3	3	1	0	1	0	0	0	0	0	0
31653	Wildendürnbach	1272	1000	986	14	127	520	269	9	34	12	9	0	5	1	0	0	0	0	0	0
31654	Wilfersdorf	1737	1364	1336	28	288	483	429	19	41	52	15	2	2	5	0	0	0	0	0	0
31655	Wolkersdorf im Weinviertel	5465	4271	4226	45	983	1664	773	255	258	214	32	5	25	17	0	0	0	0	0	0
31658	Ottenthal	484	377	370	7	36	238	73	1	11	4	2	0	3	2	0	0	0	0	0	0
31699	Wahlkarten - Mistelbach	0	5460	5425	35	1123	2202	1166	244	278	272	77	10	43	10	0	0	0	0	0	0
31700	Mödling	89344	75927	75363	564	18805	26157	14428	3424	6346	4769	722	76	520	116	0	0	0	0	0	0
31701	Achau	1068	813	803	10	243	217	219	20	53	44	4	2	1	0	0	0	0	0	0	0
31702	Biedermannsdorf	2303	1737	1720	17	369	662	363	56	133	108	22	0	5	2	0	0	0	0	0	0
31703	Breitenfurt bei Wien	4665	3514	3495	19	916	1209	643	151	289	232	23	0	24	8	0	0	0	0	0	0
31704	Brunn am Gebirge	8662	6453	6405	48	1716	2023	1285	254	574	435	54	6	49	9	0	0	0	0	0	0
31706	Gaaden	1273	992	982	10	205	395	156	32	122	61	5	1	4	1	0	0	0	0	0	0
31707	Gießhübl	1715	1278	1273	5	284	496	199	46	157	74	9	2	2	4	0	0	0	0	0	0
31709	Gumpoldskirchen	2897	2227	2212	15	561	767	430	91	173	151	25	2	10	2	0	0	0	0	0	0
31710	Guntramsdorf	6848	5269	5211	58	1612	1387	1361	146	331	268	49	5	43	9	0	0	0	0	0	0
31711	Hennersdorf	1251	993	986	7	262	356	211	39	47	51	9	0	9	2	0	0	0	0	0	0
31712	Hinterbrühl	2984	2188	2177	11	408	974	324	111	211	105	25	1	13	5	0	0	0	0	0	0
31713	Kaltenleutgeben	2534	1997	1982	15	553	586	473	70	146	106	29	0	16	3	0	0	0	0	0	0
31714	Laab im Walde	904	666	660	6	160	275	74	39	55	44	4	0	9	0	0	0	0	0	0	0
31715	Laxenburg	2158	1565	1546	19	378	641	272	36	109	83	14	1	9	3	0	0	0	0	0	0
31716	Maria Enzersdorf	6550	4493	4474	19	895	1830	619	277	438	331	42	10	27	5	0	0	0	0	0	0
31717	Mödling	15011	10378	10277	101	2649	3403	1770	637	896	712	87	17	89	17	0	0	0	0	0	0
31718	Münchendorf	2283	1717	1704	13	436	583	450	37	99	72	17	1	7	2	0	0	0	0	0	0
31719	Perchtoldsdorf	11741	8469	8423	46	1647	3374	1384	445	847	581	65	12	56	12	0	0	0	0	0	0
31723	Vösendorf	5071	3525	3497	28	1049	901	1053	76	182	156	49	3	22	6	0	0	0	0	0	0
31725	Wiener Neudorf	7218	5312	5253	59	1622	1400	1287	167	348	340	42	7	29	11	0	0	0	0	0	0
31726	Wienerwald	2208	1754	1742	12	363	634	446	55	102	97	29	0	14	2	0	0	0	0	0	0
31799	Wahlkarten - Mödling	0	10587	10541	46	2477	4044	1409	639	1034	718	119	6	82	13	0	0	0	0	0	0
31800	Neunkirchen	67967	56680	56004	676	15303	18421	16027	1185	2038	1928	671	61	249	121	0	0	0	0	0	0
31801	Altendorf	281	220	217	3	15	117	67	1	5	6	3	1	1	1	0	0	0	0	0	0
31802	Aspang-Markt	1560	1148	1130	18	283	453	279	13	40	40	17	1	1	3	0	0	0	0	0	0
31803	Aspangberg-St. Peter	1564	1199	1183	16	178	549	365	12	23	35	17	1	2	1	0	0	0	0	0	0
31804	Breitenau	1265	1021	1009	12	358	280	282	17	34	29	4	4	1	0	0	0	0	0	0	0
31805	Breitenstein	265	173	170	3	41	57	56	8	2	4	1	0	1	0	0	0	0	0	0	0
31806	Buchbach	281	224	222	2	84	80	41	4	2	8	3	0	0	0	0	0	0	0	0	0
31807	Edlitz	775	588	577	11	110	260	142	8	31	13	9	2	0	2	0	0	0	0	0	0
31808	Enzenreith	1571	1183	1168	15	319	349	381	23	42	37	7	0	9	1	0	0	0	0	0	0
31809	Feistritz am Wechsel	872	707	702	5	112	327	206	10	20	17	7	1	2	0	0	0	0	0	0	0
31810	Gloggnitz	4610	3299	3244	55	934	904	1038	68	104	123	39	9	18	7	0	0	0	0	0	0
31811	Grafenbach-St. Valentin	1771	1402	1389	13	494	361	398	22	46	45	18	0	3	2	0	0	0	0	0	0
31812	Grimmenstein	1090	851	840	11	230	341	203	5	33	18	5	0	2	3	0	0	0	0	0	0
31813	Grünbach am Schneeberg	1263	902	894	8	294	233	267	17	24	33	19	1	5	1	0	0	0	0	0	0
31814	Kirchberg am Wechsel	1991	1549	1536	13	207	730	454	26	47	46	16	1	4	5	0	0	0	0	0	0
31815	Mönichkirchen	507	357	354	3	49	174	101	4	6	12	6	0	2	0	0	0	0	0	0	0
31817	Natschbach-Loipersbach	1371	1076	1059	17	202	450	297	23	35	33	10	0	8	1	0	0	0	0	0	0
31818	Neunkirchen	9034	6172	6098	74	1880	1655	1838	213	216	189	55	11	31	10	0	0	0	0	0	0
31820	Otterthal	473	361	359	2	66	141	134	3	6	5	3	0	0	1	0	0	0	0	0	0
31821	Payerbach	1698	1163	1145	18	343	348	302	18	45	51	25	0	4	9	0	0	0	0	0	0
31823	Pitten	2158	1609	1585	24	416	505	462	36	78	57	22	1	7	1	0	0	0	0	0	0
31825	Prigglitz	362	269	267	2	58	98	87	4	5	10	5	0	0	0	0	0	0	0	0	0
31826	Puchberg am Schneeberg	2219	1655	1634	21	488	528	479	11	45	60	14	0	6	3	0	0	0	0	0	0
31827	Raach am Hochgebirge	226	183	180	3	27	99	37	4	4	5	0	0	2	2	0	0	0	0	0	0
31829	Reichenau an der Rax	2088	1519	1506	13	410	498	430	32	40	58	20	3	12	3	0	0	0	0	0	0
31830	St. Corona am Wechsel	297	238	238	0	10	122	91	5	7	3	0	0	0	0	0	0	0	0	0	0
31831	St. Egyden am Steinfeld	1529	1211	1200	11	272	447	342	15	57	51	9	0	6	1	0	0	0	0	0	0
31832	Scheiblingkirchen-Thernberg	1553	1161	1146	15	206	550	241	19	79	26	12	2	8	3	0	0	0	0	0	0
31833	Schottwien	531	379	376	3	76	132	136	7	9	4	5	1	5	1	0	0	0	0	0	0
31834	Schrattenbach	299	223	219	4	46	80	62	4	13	5	8	0	0	1	0	0	0	0	0	0
31835	Schwarzau am Steinfeld	1479	1134	1128	6	323	325	376	14	41	33	10	0	2	4	0	0	0	0	0	0
31836	Schwarzau im Gebirge	513	370	358	12	97	121	109	2	10	10	6	0	1	2	0	0	0	0	0	0
31837	Seebenstein	1146	887	873	14	248	274	259	15	32	31	10	1	2	1	0	0	0	0	0	0
31838	Semmering	430	281	281	0	75	94	80	1	14	9	5	1	1	1	0	0	0	0	0	0
31839	Ternitz	11399	8528	8428	100	2958	1811	2670	195	295	321	113	8	42	15	0	0	0	0	0	0
31840	Thomasberg	1034	822	810	12	155	344	248	11	21	19	6	1	1	4	0	0	0	0	0	0
31841	Trattenbach	446	358	354	4	43	161	136	0	5	6	2	0	0	1	0	0	0	0	0	0
31842	Bürg-Vöstenhof	140	112	112	0	23	44	31	4	2	6	1	0	0	1	0	0	0	0	0	0
31843	Warth	1253	1011	1001	10	174	512	235	16	30	20	6	0	5	3	0	0	0	0	0	0
31844	Wartmannstetten	1343	1133	1120	13	243	491	265	13	59	36	10	2	0	1	0	0	0	0	0	0
31845	Willendorf	783	602	598	4	130	197	175	16	28	31	14	2	1	4	0	0	0	0	0	0
31846	Wimpassing im Schwarzatale	1208	863	854	9	357	142	261	30	21	20	13	1	8	1	0	0	0	0	0	0
31847	Würflach	1312	1012	993	19	263	348	259	19	40	41	19	1	2	1	0	0	0	0	0	0
31848	Zöbern	1203	982	962	20	131	500	249	7	39	27	5	1	1	2	0	0	0	0	0	0
31849	Höflein an der Hohen Wand	774	580	573	7	195	151	147	8	20	34	14	0	1	3	0	0	0	0	0	0
31899	Wahlkarten - Neunkirchen	0	5963	5912	51	1680	2038	1309	202	283	261	78	4	42	15	0	0	0	0	0	0
31900	Sankt Pölten(Land)	101340	86621	85645	976	21196	29408	21154	2857	4716	4220	1310	104	501	179	0	0	0	0	0	0
31901	Altlengbach	2272	1678	1661	17	351	548	507	37	88	78	39	0	9	4	0	0	0	0	0	0
31902	Asperhofen	1705	1292	1269	23	189	475	449	23	53	44	27	3	5	1	0	0	0	0	0	0
31903	Böheimkirchen	3987	3146	3110	36	777	1067	824	113	130	119	56	7	12	5	0	0	0	0	0	0
31904	Brand-Laaben	993	739	729	10	137	253	209	24	36	36	26	3	3	2	0	0	0	0	0	0
31905	Eichgraben	3456	2548	2533	15	633	770	545	171	155	190	46	0	18	5	0	0	0	0	0	0
31906	Frankenfels	1625	1311	1280	31	272	589	322	23	39	25	6	0	1	3	0	0	0	0	0	0
31907	Gerersdorf	773	634	628	6	128	313	126	6	26	22	6	0	0	1	0	0	0	0	0	0
31909	Hofstetten-Grünau	2144	1722	1695	27	304	758	438	34	72	58	18	1	6	6	0	0	0	0	0	0
31910	Hafnerbach	1373	1092	1078	14	236	445	263	25	38	44	18	1	6	2	0	0	0	0	0	0
31911	Haunoldstein	909	727	718	9	170	249	223	19	22	21	7	1	4	2	0	0	0	0	0	0
31912	Herzogenburg	6008	4634	4561	73	1502	1172	1284	180	165	165	48	7	29	9	0	0	0	0	0	0
31913	Inzersdorf-Getzersdorf	1215	950	938	12	218	337	278	15	37	36	6	0	8	3	0	0	0	0	0	0
31915	Kapelln	1093	881	868	13	132	385	253	10	45	27	12	0	4	0	0	0	0	0	0	0
31916	Karlstetten	1761	1398	1376	22	300	515	383	30	69	49	17	1	12	0	0	0	0	0	0	0
31917	Kasten bei Böheimkirchen	1118	919	912	7	169	330	216	24	59	45	65	1	2	1	0	0	0	0	0	0
31918	Kirchberg an der Pielach	2621	1986	1961	25	412	801	496	33	95	71	34	3	9	7	0	0	0	0	0	0
31919	Kirchstetten	1766	1290	1272	18	313	440	336	23	62	62	22	1	5	8	0	0	0	0	0	0
31920	Loich	500	367	360	7	79	154	92	5	5	10	13	0	1	1	0	0	0	0	0	0
31921	Maria-Anzbach	2376	1763	1748	15	405	575	399	87	116	120	24	5	12	5	0	0	0	0	0	0
31922	Markersdorf-Haindorf	1650	1283	1271	12	274	483	360	31	42	56	12	0	9	4	0	0	0	0	0	0
31923	Michelbach	721	586	573	13	53	277	172	7	39	13	10	1	1	0	0	0	0	0	0	0
31925	Neidling	1215	967	957	10	224	367	221	24	57	41	17	0	3	3	0	0	0	0	0	0
31926	Neulengbach	6381	4503	4465	38	1000	1534	1138	183	268	216	76	11	30	9	0	0	0	0	0	0
31927	Neustift-Innermanzing	1252	863	855	8	179	319	233	16	49	45	11	1	1	1	0	0	0	0	0	0
31928	Nußdorf ob der Traisen	1442	1211	1191	20	258	476	320	23	50	39	15	2	3	5	0	0	0	0	0	0
31929	Ober-Grafendorf	3603	2873	2830	43	912	882	695	65	108	107	45	2	9	5	0	0	0	0	0	0
31930	Obritzberg-Rust	1871	1504	1483	21	249	660	385	44	85	38	12	1	8	1	0	0	0	0	0	0
31932	Prinzersdorf	1263	966	953	13	278	316	226	20	56	36	13	2	3	3	0	0	0	0	0	0
31934	Pyhra	2837	2219	2199	20	439	899	588	37	119	78	25	2	10	2	0	0	0	0	0	0
31935	Rabenstein an der Pielach	2033	1586	1564	22	332	617	436	26	74	50	20	0	4	5	0	0	0	0	0	0
31938	St. Margarethen an der Sierning	856	690	685	5	112	345	150	12	30	26	7	0	3	0	0	0	0	0	0	0
31939	Schwarzenbach an der Pielach	319	264	260	4	56	111	87	0	0	0	4	2	0	0	0	0	0	0	0	0
31940	Statzendorf	1071	811	801	10	239	247	224	12	36	22	17	1	2	1	0	0	0	0	0	0
31941	Stössing	639	475	467	8	65	207	132	8	20	17	18	0	0	0	0	0	0	0	0	0
31943	Traismauer	4689	3635	3565	70	1068	1025	1062	66	150	119	40	6	19	10	0	0	0	0	0	0
31945	Weinburg	1104	848	834	14	304	240	202	14	35	22	11	0	5	1	0	0	0	0	0	0
31946	Perschling	1100	842	833	9	83	389	272	12	33	20	15	3	6	0	0	0	0	0	0	0
31947	Wilhelmsburg	5086	3722	3680	42	1216	980	1009	97	151	154	34	6	28	5	0	0	0	0	0	0
31948	Wölbling	2014	1555	1531	24	427	444	446	31	73	61	37	2	8	2	0	0	0	0	0	0
31949	Gablitz	3750	2691	2670	21	661	890	610	97	212	158	19	4	12	7	0	0	0	0	0	0
31950	Mauerbach	2858	2108	2096	12	459	740	406	95	171	177	28	1	18	1	0	0	0	0	0	0
31951	Pressbaum	5498	3906	3881	25	968	1202	876	176	331	231	56	4	27	10	0	0	0	0	0	0
31952	Purkersdorf	7008	4885	4853	32	1408	1301	963	233	403	423	68	2	44	8	0	0	0	0	0	0
31953	Tullnerbach	2069	1507	1498	9	371	508	289	69	117	105	20	3	12	4	0	0	0	0	0	0
