CustomerID	Date	Time	ChannelID	ProductID	DealerID	RecipientID	Explorer	Returned	Duration	Clicks	Pieces	Discount
000295896	20170202	230723	I	2	9996	000295896	Netscape            	N	366	31	2	5
000742645	20170203	211121	I	5	9997	000742645	Internet Explorer   	N	386	41	1	0
000141234	20170203	054048	T	10	1022	000141234	Netscape            	N	338	27	1	10
000474464	20170203	035132	I	4	9997	000474464	Internet Explorer   	N	398	57	1	10
000369104	20170203	213005	T	8	1017	000369104	Internet Explorer   	N	1644	66	1	10
000096994	20170203	060946	I	4	9996	000096994	Internet Explorer   	N	565	19	1	10
000386346	20170203	094901	I	3	9998	000386346	Internet Explorer   	N	449	27	1	0
000191868	20170203	120632	S	2	1022	000191868	Netscape            	N	1439	95	1	0
000293243	20170203	164633	I	10	9999	000293243	Internet Explorer   	N	1484	93	1	10
000658973	20170203	014150	I	9	9995	000658973	Internet Explorer   	N	346	11	1	5
000215830	20170203	071346	I	6	9998	000215830	Internet Explorer   	N	1563	75	1	10
000730354	20170203	013025	T	4	1020	000730354	Netscape            	N	457	52	1	5
000622470	20170203	153453	I	1	9997	000812376	Internet Explorer   	N	1210	84	2	0
000622470	20170206	105630	I	1	9997	000812376	Internet Explorer   	Y	1210	84	2	0
000421369	20170203	232259	I	7	9996	000421369	Internet Explorer   	N	329	46	1	0
000076631	20170203	125449	I	7	9995	000076631	Internet Explorer   	N	1509	58	1	5
000607628	20170203	143208	I	2	9999	000607628	Internet Explorer   	N	442	38	1	5
000834774	20170203	072448	I	8	9999	000834774	Internet Explorer   	N	336	11	2	5
000795451	20170202	223000	T	6	1030	000795451	Internet Explorer   	N	466	20	1	0
000434013	20170203	061512	I	4	9998	000434013	Netscape            	N	514	46	8	5
000084619	20170203	194942	I	2	9998	000084619	Internet Explorer   	N	1772	87	1	10
000339007	20170203	115048	I	3	9995	000339007	Other               	N	425	37	2	5
000285201	20170203	075438	T	2	1037	000285201	Internet Explorer   	N	468	39	1	0
000353560	20170203	220755	I	6	9996	000353560	Internet Explorer   	N	1662	85	11	5
000023136	20170202	202420	I	2	9996	000023136	Netscape            	N	489	30	1	0
000236281	20170203	011758	I	7	9998	000236281	Internet Explorer   	N	485	27	1	10
000839381	20170203	012311	I	5	9998	000839381	Internet Explorer   	N	1711	70	2	5
000490169	20170203	195706	I	7	9998	000490169	Internet Explorer   	N	446	42	1	5
000193040	20170203	092714	I	2	9995	000193040	Internet Explorer   	N	471	28	2	0
000198530	20170203	055806	S	4	1012	000198530	Netscape            	N	423	55	1	5
000458492	20170203	001812	T	10	1023	000458492	Netscape            	N	583	63	2	5
000575050	20170203	125753	I	3	9996	000575050	Internet Explorer   	N	375	32	1	5
000531804	20170203	203218	I	9	9996	000531804	Internet Explorer   	N	481	33	1	10
000186213	20170203	154256	I	7	9997	000186213	Internet Explorer   	N	363	59	1	5
000161977	20170203	191048	I	6	9996	000161977	Internet Explorer   	N	506	20	1	0
000163143	20170203	070534	I	9	9999	000163143	Other               	N	1545	79	2	0
000743554	20170203	212933	I	6	9998	000743554	Internet Explorer   	N	433	29	1	5
000118397	20170203	085500	I	4	9998	000118397	Internet Explorer   	N	1446	76	2	5
