CustomerID	Date	Time	ChannelID	ProductID	DealerID	RecipientID	Explorer	Returned	Duration	Clicks	Pieces	Discount
000596329	20170201	201816	T	4	1013	000596329	Internet Explorer   	N	449	61	1	10
000705869	20170201	222250	I	8	9999	000705869	Netscape            	N	551	57	1	5
000573409	20170201	050825	I	6	9996	000573409	Other               	N	1510	70	2	0
000298277	20170201	184733	I	6	9998	000298277	Internet Explorer   	N	300	47	1	0
000698300	20170201	100333	I	9	9999	000698300	Internet Explorer   	N	354	44	1	0
000783478	20170201	222313	T	3	1034	000783478	Internet Explorer   	N	505	37	2	0
000318257	20170201	053619	T	5	1021	000318257	Internet Explorer   	N	1596	59	1	10
000630859	20170131	220534	T	1	1033	000630859	Internet Explorer   	N	591	42	1	0
000002950	20170201	132655	I	8	9997	000002950	Internet Explorer   	N	368	23	1	5
000809083	20170201	174941	I	5	9995	000809083	Internet Explorer   	N	1227	72	1	10
000560254	20170201	072341	I	3	9999	000560254	Internet Explorer   	N	501	59	1	0
000430618	20170201	110121	I	10	9999	000430618	Internet Explorer   	N	318	30	2	10
000778531	20170201	100251	I	10	9996	000638183	Netscape            	N	561	53	1	10
000003439	20170131	233745	I	9	9997	000003439	Netscape            	N	1447	49	2	5
000705803	20170201	234501	T	2	1033	000705803	Internet Explorer   	N	576	68	2	5
000153910	20170201	133151	I	7	9997	000153910	Other               	N	1733	60	2	5
000812850	20170201	000539	I	9	9998	000812850	Internet Explorer   	N	1620	81	1	5
000578685	20170201	181242	I	5	9996	000578685	Internet Explorer   	N	465	17	6	5
000080251	20170201	100919	I	3	9999	000080251	Internet Explorer   	N	1789	70	1	5
000361037	20170201	233516	I	3	9996	000361037	Netscape            	N	1318	47	1	0
000477682	20170201	045358	I	10	9995	000477682	Internet Explorer   	N	342	27	1	10
000365149	20170201	023644	I	9	9999	000364078	Other               	N	370	48	1	10
000096466	20170201	130627	I	6	9998	000096466	Netscape            	N	1267	83	1	0
000209721	20170201	183343	I	3	9996	000209721	Internet Explorer   	N	375	28	1	0
000209721	20170208	103429	I	3	9996	000209721	Internet Explorer   	Y	375	28	1	0
000642113	20170201	120806	I	5	9995	000642113	Internet Explorer   	N	1437	71	1	10
000725241	20170201	011145	I	3	9999	000725241	Other               	N	379	43	2	5
000109118	20170201	145520	I	1	9995	000109118	Internet Explorer   	N	540	35	1	10
000538816	20170201	135251	I	6	9995	000176049	Internet Explorer   	N	379	26	1	10
000019178	20170201	064439	I	6	9999	000019178	Internet Explorer   	N	555	33	1	0
000521590	20170131	224320	T	4	1010	000521590	Internet Explorer   	N	414	18	1	5
000358550	20170201	133137	I	8	9996	000358550	Internet Explorer   	N	1508	57	1	0
000266690	20170201	010820	U	10	1018	000266690	Netscape            	N	322	18	1	5
000709340	20170201	090246	I	6	9995	000709340	Internet Explorer   	N	1663	74	1	0
000709340	20170202	085509	I	6	9995	000709340	Internet Explorer   	Y	1663	74	1	0
000409914	20170201	053758	I	8	9996	000409914	Internet Explorer   	N	486	27	1	5
000179311	20170201	134909	I	9	9999	000179311	Internet Explorer   	N	322	27	1	10
000627268	20170131	213052	I	4	9998	000627268	Netscape            	N	1417	57	2	5
000209526	20170201	204222	T	5	1029	000209526	Internet Explorer   	N	416	50	1	5
000403905	20170131	205308	I	10	9999	000403905	Internet Explorer   	N	355	32	10	5
000324566	20170131	213523	I	10	9997	000324566	Other               	N	1254	49	1	10
000324566	20170203	004415	I	10	9997	000324566	Other               	Y	1254	49	1	10
000490321	20170201	135457	I	2	9995	000490321	Other               	N	1272	70	1	5
000803628	20170201	102850	T	7	1014	000803628	Internet Explorer   	N	397	29	2	5
000492014	20170201	102128	I	5	9995	000492014	Other               	N	1321	91	1	0
000136201	20170201	201432	I	8	9996	000136201	Internet Explorer   	N	526	41	1	10
000848482	20170131	222101	I	4	9999	000848482	Internet Explorer   	N	443	63	1	10
000074812	20170201	075839	T	2	1031	000074812	Other               	N	497	57	10	0
