ID	DATUM	TAG	STUNDE	STATION	KARTENART
1002	2019-10-23T09:14:38	3	9	1003	1002
1005	2019-02-10T15:34:22	7	15	1001	1000
1008	2019-06-21T08:35:06	5	8	1002	1002
1011	2019-02-25T13:34:26	1	13	1003	1000
1014	2019-07-25T11:51:01	4	11	1001	1000
1017	2019-02-18T08:36:46	1	8	1001	1001
1020	2019-02-08T07:18:37	5	7	1000	1000
1023	2019-11-19T10:22:06	2	10	1000	1000
1026	2019-02-16T08:34:23	6	8	1001	1000
1029	2019-12-26T06:23:48	4	6	1000	1000
1032	2019-09-24T17:21:41	2	17	1002	1000
1035	2019-12-17T08:48:14	2	8	1001	1000
1038	2019-01-17T13:25:59	4	13	1000	1000
1041	2019-03-25T00:37:20	1	0	1000	1001
1044	2019-03-11T18:43:24	1	18	1000	1002
1047	2019-10-26T06:08:07	6	6	1000	1000
1050	2019-12-12T18:30:16	4	18	1003	1002
1053	2019-03-07T18:08:12	4	18	1001	1000
1056	2019-06-08T08:37:25	6	8	1000	1002
1059	2019-04-30T14:49:20	2	14	1001	1000
1062	2019-09-13T07:25:08	5	7	1001	1000
1065	2019-11-19T18:54:43	2	18	1000	1001
1068	2019-05-07T07:53:55	2	7	1000	1000
1071	2019-09-23T08:13:53	1	8	1000	1000
1074	2019-05-28T17:43:43	2	17	1002	1002
1077	2019-08-18T07:36:30	7	7	1003	1000
1080	2019-06-04T00:16:51	2	0	1001	1002
1083	2019-08-12T14:03:27	1	14	1001	1000
1086	2019-08-16T06:34:11	5	6	1001	1003
1089	2019-11-26T00:03:47	2	0	1003	1000
1092	2019-04-29T10:56:46	1	10	1000	1002
1095	2019-04-02T03:02:30	2	3	1003	1000
1098	2019-03-21T03:26:24	4	3	1001	1002
1101	2019-10-31T06:08:53	4	6	1001	1000
1104	2019-08-21T01:46:20	3	1	1000	1001
1107	2019-08-19T10:08:05	1	10	1001	1001
1110	2019-02-05T19:03:49	2	19	1003	1000
1113	2019-08-23T07:38:50	5	7	1000	1001
1116	2019-01-11T14:05:58	5	14	1000	1000
1119	2019-11-22T09:33:04	5	9	1000	1003
1122	2019-04-27T06:17:24	6	6	1001	1000
1125	2019-11-27T05:35:55	3	5	1003	1000
1128	2019-01-28T19:40:23	1	19	1000	1001
1131	2019-06-02T00:51:28	7	0	1001	1002
1134	2019-03-25T10:29:43	1	10	1003	1002
1137	2019-01-15T06:34:07	2	6	1003	1000
1140	2019-02-11T10:32:37	1	10	1003	1003
1143	2019-03-11T04:29:22	1	4	1003	1000
1146	2019-06-18T16:24:43	2	16	1000	1000
1149	2019-02-12T06:41:50	2	6	1003	1001
1152	2019-02-18T11:33:10	1	11	1003	1000
1155	2019-11-22T18:19:53	5	18	1001	1000
1158	2019-11-16T08:08:36	6	8	1002	1000
1161	2019-08-08T18:19:11	4	18	1001	1000
1164	2019-03-13T07:46:13	3	7	1002	1000
1167	2019-08-23T19:34:02	5	19	1000	1000
1170	2019-02-19T01:07:12	2	1	1000	1002
1173	2019-11-20T06:13:42	3	6	1000	1000
1176	2019-12-17T06:15:47	2	6	1001	1002
1179	2019-01-11T14:52:37	5	14	1000	1001
1182	2019-05-30T19:26:55	4	19	1000	1001
1185	2019-08-03T18:03:14	6	18	1003	1003
1188	2019-04-10T08:34:55	3	8	1000	1000
1191	2019-05-16T19:52:49	4	19	1000	1000
1194	2019-05-20T02:03:41	1	2	1000	1000
1197	2019-04-01T08:03:22	1	8	1001	1002
1200	2019-12-04T18:06:54	3	18	1000	1003
1203	2019-04-16T09:26:01	2	9	1000	1000
1206	2019-04-23T07:19:41	2	7	1000	1001
1209	2019-04-16T19:17:22	2	19	1002	1001
1212	2019-01-21T15:24:50	1	15	1001	1001
1215	2019-01-30T07:16:51	3	7	1000	1001
1218	2019-03-26T18:52:23	2	18	1003	1001
1221	2019-04-10T09:31:43	3	9	1003	1001
1224	2019-04-12T09:22:19	5	9	1003	1002
1227	2019-10-07T13:22:48	1	13	1003	1000
1230	2019-12-18T20:26:16	3	20	1003	1002
1233	2019-05-19T22:45:02	7	22	1000	1000
1236	2019-03-21T02:11:07	4	2	1003	1001
1239	2019-10-28T08:57:00	1	8	1000	1002
1242	2019-06-03T08:41:57	1	8	1000	1000
1245	2019-02-26T12:45:28	2	12	1001	1001
1248	2019-11-07T06:01:02	4	6	1001	1001
1251	2019-04-15T20:39:09	1	20	1000	1002
1254	2019-03-02T08:00:00	6	8	1001	1000
1257	2019-08-19T06:06:05	1	6	1001	1002
1260	2019-12-30T10:34:42	1	10	1001	1000
1263	2019-01-15T07:38:12	2	7	1003	1001
1266	2019-09-06T12:35:42	5	12	1001	1003
1269	2019-11-20T09:26:33	3	9	1003	1000
1272	2019-10-21T10:08:25	1	10	1001	1001
1275	2019-09-06T09:20:36	5	9	1000	1002
1278	2019-07-02T10:37:37	2	10	1000	1001
1281	2019-08-19T19:30:26	1	19	1001	1000
1284	2019-04-01T18:12:53	1	18	1003	1000
1287	2019-05-11T12:40:56	6	12	1003	1000
1290	2019-01-04T20:39:11	5	20	1000	1000
1293	2019-02-01T12:37:10	5	12	1000	1002
1296	2019-06-26T21:56:26	3	21	1001	1002
1299	2019-07-02T00:50:02	2	0	1000	1000
1302	2019-07-17T08:15:40	3	8	1000	1001
1305	2019-07-17T09:01:27	3	9	1003	1000
1308	2019-03-26T14:23:15	2	14	1001	1003
1311	2019-09-13T18:27:40	5	18	1003	1001
1314	2019-04-02T11:03:33	2	11	1000	1000
1317	2019-06-30T09:32:01	7	9	1000	1000
1320	2019-10-17T09:03:30	4	9	1000	1001
1323	2019-07-12T09:50:32	5	9	1001	1002
1326	2019-05-13T01:28:25	1	1	1001	1003
1329	2019-10-21T19:49:08	1	19	1002	1003
1332	2019-07-26T09:21:30	5	9	1000	1000
1335	2019-05-21T08:07:54	2	8	1003	1000
1338	2019-08-01T16:27:08	4	16	1001	1001
1341	2019-10-04T12:23:51	5	12	1000	1001
1344	2019-03-14T18:02:45	4	18	1000	1000
1347	2019-02-25T07:17:17	1	7	1001	1000
1350	2019-01-29T15:51:19	2	15	1000	1002
1353	2019-12-30T09:49:15	1	9	1001	1001
1356	2019-11-18T07:48:27	1	7	1000	1001
1359	2019-05-23T07:41:17	4	7	1001	1002
1362	2019-12-30T09:30:23	1	9	1001	1003
1365	2019-12-14T18:21:29	6	18	1001	1000
1368	2019-01-03T07:34:45	4	7	1002	1002
1371	2019-06-27T21:30:17	4	21	1003	1001
1374	2019-11-22T23:12:57	5	23	1003	1000
1377	2019-03-25T08:58:47	1	8	1003	1003
1380	2019-07-29T08:33:56	1	8	1000	1000
1383	2019-01-28T21:55:17	1	21	1000	1000
1386	2019-03-18T04:03:33	1	4	1000	1000
1389	2019-08-15T08:25:15	4	8	1001	1001
1392	2018-12-31T23:22:09	1	23	1001	1002
1395	2019-10-30T09:59:40	3	9	1001	1000
1398	2019-05-27T15:25:36	1	15	1000	1001
1401	2019-03-12T17:34:15	2	17	1000	1000
1404	2019-01-08T15:38:39	2	15	1002	1002
1407	2019-03-11T21:13:05	1	21	1000	1003
1410	2019-07-15T10:58:37	1	10	1001	1001
1413	2019-08-19T07:57:38	1	7	1001	1000
1416	2020-01-04T19:02:39	6	19	1000	1000
1419	2019-02-21T12:54:07	4	12	1003	1000
1422	2019-07-24T11:31:28	3	11	1001	1000
1425	2020-01-01T12:31:53	3	12	1001	1002
1428	2019-09-02T08:23:54	1	8	1001	1002
1431	2019-07-01T05:47:45	1	5	1003	1000
1434	2019-07-22T19:43:27	1	19	1001	1002
1437	2019-04-11T12:09:27	4	12	1003	1000
1440	2019-04-17T07:32:36	3	7	1002	1002
1443	2019-06-17T09:26:17	1	9	1001	1001
1446	2019-05-28T13:17:57	2	13	1003	1000
1449	2019-08-26T07:07:55	1	7	1001	1001
1452	2019-01-25T12:50:00	5	12	1001	1000
1455	2019-09-08T08:16:50	7	8	1000	1000
1458	2019-02-07T07:04:12	4	7	1000	1001
1461	2019-04-11T09:15:09	4	9	1001	1002
1464	2019-03-25T05:35:14	1	5	1003	1001
1467	2019-02-21T16:33:18	4	16	1001	1002
1470	2019-09-05T05:53:43	4	5	1001	1001
1473	2019-08-06T19:04:55	2	19	1002	1000
1476	2019-05-13T19:04:34	1	19	1000	1000
1479	2019-11-11T17:20:34	1	17	1001	1003
1482	2019-10-15T07:06:55	2	7	1000	1000
1485	2019-10-14T06:20:46	1	6	1000	1000
1488	2019-09-20T17:04:07	5	17	1001	1000
1491	2019-01-01T08:16:56	2	8	1000	1001
1494	2019-07-09T16:23:04	2	16	1002	1003
1497	2019-04-19T00:26:43	5	0	1000	1000
1500	2019-07-23T04:08:15	2	4	1003	1000
1503	2019-08-08T05:57:03	4	5	1001	1001
1506	2019-09-16T07:44:20	1	7	1001	1000
1509	2019-03-25T07:27:22	1	7	1002	1000
1512	2019-04-01T19:06:35	1	19	1001	1000
1515	2019-09-30T07:22:33	1	7	1001	1000
1518	2019-03-28T12:26:19	4	12	1000	1003
1521	2019-11-25T20:23:04	1	20	1003	1001
1524	2019-11-19T07:30:33	2	7	1001	1001
1527	2019-01-11T21:28:00	5	21	1003	1000
1530	2020-01-03T07:44:15	5	7	1000	1000
1533	2019-08-30T03:33:34	5	3	1003	1000
1536	2019-06-06T09:57:08	4	9	1001	1001
1539	2019-04-09T15:55:26	2	15	1001	1001
1542	2019-05-07T19:26:17	2	19	1000	1000
1545	2019-11-19T13:34:08	2	13	1003	1000
1548	2019-12-16T16:55:26	1	16	1000	1001
1551	2019-09-22T08:45:05	7	8	1000	1000
